Country Name,Country Code,Year,Region,Income_Group,Control_of_Corruption,Rule_of_Law,Regulatory_Quality,Political_Stability,Governance_Avg,Composite_Risk_Score,Risk_Tier,GDP_per_Capita_USD
Italy,ITA,2015,Europe & Central Asia,High income,49.23,64.91,64.12,72.64,62.72,37.28,Low Risk,30639.88
Italy,ITA,2016,Europe & Central Asia,High income,50.39,64.9,64.86,71.9,63.01,36.99,Low Risk,31391.57
Italy,ITA,2017,Europe & Central Asia,High income,51.8,64.52,64.89,70.24,62.86,37.14,Low Risk,32844.12
Italy,ITA,2018,Europe & Central Asia,High income,52.87,64.17,63.7,72.25,63.25,36.75,Low Risk,35062.34
Italy,ITA,2019,Europe & Central Asia,High income,53.58,66.08,65.92,71.4,64.25,35.75,Low Risk,33812.79
Italy,ITA,2020,Europe & Central Asia,High income,58.58,66.51,62.3,71.57,64.74,35.26,Low Risk,32091.49
Italy,ITA,2021,Europe & Central Asia,High income,58.77,67.09,63.91,73.4,65.79,34.21,Low Risk,36852.54
Italy,ITA,2022,Europe & Central Asia,High income,59.47,66.84,64.34,72.94,65.9,34.1,Low Risk,35653.9
Italy,ITA,2023,Europe & Central Asia,High income,59.42,68.16,65.84,73.99,66.85,33.15,Low Risk,39279.7
Italy,ITA,2024,Europe & Central Asia,High income,59.05,67.62,64.96,71.17,65.7,34.3,Low Risk,40429.62
Japan,JPN,2013,East Asia & Pacific,High income,78.18,80.6,76.3,83.79,79.72,20.28,Low Risk,41369.19
Japan,JPN,2014,East Asia & Pacific,High income,79.01,82.04,75.36,86.57,80.74,19.26,Low Risk,39172.85
Japan,JPN,2015,East Asia & Pacific,High income,77.22,81.68,77.12,86.78,80.7,19.3,Low Risk,35664.64
Japan,JPN,2016,East Asia & Pacific,High income,77.11,81.64,78.97,85.02,80.69,19.31,Low Risk,40214.97
Japan,JPN,2017,East Asia & Pacific,High income,77.73,82.59,76.92,85.87,80.78,19.22,Low Risk,39679.86
Japan,JPN,2018,East Asia & Pacific,High income,76.01,82.56,76.38,85.33,80.07,19.93,Low Risk,40645.48
Japan,JPN,2019,East Asia & Pacific,High income,76.87,82.99,76.76,84.96,80.4,19.6,Low Risk,41424.87
Japan,JPN,2020,East Asia & Pacific,High income,76.8,83.02,76.43,85.24,80.37,19.63,Low Risk,41098.97
Japan,JPN,2021,East Asia & Pacific,High income,77.31,83.33,76.87,85.71,80.81,19.19,Low Risk,41580.74
Japan,JPN,2022,East Asia & Pacific,High income,77.04,82.93,77.11,87.69,81.19,18.81,Low Risk,35548.26
Japan,JPN,2023,East Asia & Pacific,High income,74.93,82.93,76.91,87.54,80.58,19.42,Low Risk,35215.0
Japan,JPN,2024,East Asia & Pacific,High income,75.32,82.98,75.83,85.27,79.85,20.15,Low Risk,33797.1
Kazakhstan,KAZ,2013,Europe & Central Asia,Upper middle income,29.06,45.26,49.54,58.18,45.51,54.49,Medium Risk,13478.46
Kazakhstan,KAZ,2014,Europe & Central Asia,Upper middle income,30.8,46.68,52.52,66.4,49.1,50.9,Medium Risk,12427.71
Kazakhstan,KAZ,2015,Europe & Central Asia,Upper middle income,30.98,48.5,53.74,66.48,49.92,50.08,Medium Risk,10196.12
Kazakhstan,KAZ,2016,Europe & Central Asia,Upper middle income,31.93,48.17,52.73,64.42,49.31,50.69,Medium Risk,7475.57
Kazakhstan,KAZ,2017,Europe & Central Asia,Upper middle income,32.82,49.02,56.18,64.93,50.74,49.26,Medium Risk,8943.08
Kazakhstan,KAZ,2018,Europe & Central Asia,Upper middle income,37.64,50.59,55.73,64.04,52.0,48.0,Medium Risk,9472.49
Kazakhstan,KAZ,2019,Europe & Central Asia,Upper middle income,43.66,49.55,56.64,62.12,52.99,47.01,Medium Risk,9457.13
Kazakhstan,KAZ,2020,Europe & Central Asia,Upper middle income,42.02,49.81,55.71,61.04,52.15,47.85,Medium Risk,8781.51
Kazakhstan,KAZ,2021,Europe & Central Asia,Upper middle income,42.39,48.95,55.07,61.92,52.08,47.92,Medium Risk,9983.6
Kazakhstan,KAZ,2022,Europe & Central Asia,Upper middle income,43.97,49.38,53.85,55.99,50.8,49.2,Medium Risk,11255.34
Kazakhstan,KAZ,2023,Europe & Central Asia,Upper middle income,43.35,50.46,54.95,62.44,52.8,47.2,Medium Risk,12879.43
Kazakhstan,KAZ,2024,Europe & Central Asia,Upper middle income,46.5,50.4,55.6,61.06,53.39,46.61,Medium Risk,14154.63
Kenya,KEN,2013,Sub-Saharan Africa,Lower middle income,28.94,44.22,46.88,45.96,41.5,58.5,Medium Risk,1370.88
Kenya,KEN,2014,Sub-Saharan Africa,Lower middle income,30.97,47.48,49.72,44.32,43.12,56.88,Medium Risk,1482.82
Kenya,KEN,2015,Sub-Saharan Africa,Lower middle income,28.2,45.91,50.3,44.87,42.32,57.68,Medium Risk,1489.12
Kenya,KEN,2016,Sub-Saharan Africa,Lower middle income,29.62,46.42,51.28,45.75,43.27,56.73,Medium Risk,1554.13
Kenya,KEN,2017,Sub-Saharan Africa,Lower middle income,29.67,47.6,51.73,46.55,43.89,56.11,Medium Risk,1667.48
Kenya,KEN,2018,Sub-Saharan Africa,Lower middle income,30.97,48.17,50.14,46.77,44.01,55.99,Medium Risk,1836.45
Kenya,KEN,2019,Sub-Saharan Africa,Lower middle income,31.47,47.34,49.44,47.53,43.95,56.05,Medium Risk,1960.41
Kenya,KEN,2020,Sub-Saharan Africa,Lower middle income,32.66,47.01,47.61,47.95,43.81,56.19,Medium Risk,1927.66
Kenya,KEN,2021,Sub-Saharan Africa,Lower middle income,33.47,49.3,48.16,46.93,44.46,55.54,Medium Risk,2061.36
Kenya,KEN,2022,Sub-Saharan Africa,Lower middle income,32.65,49.66,48.7,49.46,45.12,54.88,Medium Risk,2109.56
Kenya,KEN,2023,Sub-Saharan Africa,Lower middle income,32.48,49.61,48.58,49.3,44.99,55.01,Medium Risk,1942.59
Kenya,KEN,2024,Sub-Saharan Africa,Lower middle income,31.62,48.97,49.6,42.74,43.23,56.77,Medium Risk,2133.46
Mexico,MEX,2013,Latin America & Caribbean,Upper middle income,37.1,45.82,59.38,52.15,48.61,51.39,Medium Risk,11216.8
Mexico,MEX,2014,Latin America & Caribbean,Upper middle income,32.62,46.93,58.15,49.5,46.8,53.2,Medium Risk,11391.38
Mexico,MEX,2015,Latin America & Caribbean,Upper middle income,30.83,45.21,57.74,50.65,46.11,53.89,Medium Risk,10021.24
Mexico,MEX,2016,Latin America & Caribbean,Upper middle income,31.23,45.47,57.4,51.65,46.44,53.56,Medium Risk,9097.92
Mexico,MEX,2017,Latin America & Caribbean,Upper middle income,28.66,44.4,57.45,48.03,44.64,55.36,Medium Risk,9649.28
Mexico,MEX,2018,Latin America & Caribbean,Upper middle income,28.77,43.09,54.81,50.05,44.18,55.82,Medium Risk,10084.79
Mexico,MEX,2019,Latin America & Caribbean,Upper middle income,29.85,41.89,54.2,50.56,44.13,55.87,Medium Risk,10369.56
Mexico,MEX,2020,Latin America & Caribbean,Upper middle income,30.57,39.98,52.98,52.62,44.04,55.96,Medium Risk,8841.27
Mexico,MEX,2021,Latin America & Caribbean,Upper middle income,30.18,39.33,51.85,53.32,43.67,56.33,Medium Risk,10314.05
Mexico,MEX,2022,Latin America & Caribbean,Upper middle income,30.13,38.34,52.4,55.83,44.17,55.83,Medium Risk,11405.79
Mexico,MEX,2023,Latin America & Caribbean,Upper middle income,28.99,38.42,52.09,55.67,43.79,56.21,Medium Risk,13830.84
Mexico,MEX,2024,Latin America & Caribbean,Upper middle income,28.81,37.11,51.77,53.67,42.84,57.16,Medium Risk,13988.04
Nigeria,NGA,2013,Sub-Saharan Africa,Lower middle income,23.86,36.56,43.18,31.91,33.88,66.12,Medium Risk,2872.79
Nigeria,NGA,2014,Sub-Saharan Africa,Lower middle income,21.58,37.48,42.34,28.56,32.49,67.51,Medium Risk,3088.72
Nigeria,NGA,2015,Sub-Saharan Africa,Lower middle income,24.35,40.43,43.19,37.41,36.34,63.66,Medium Risk,2585.73
Nigeria,NGA,2016,Sub-Saharan Africa,Lower middle income,25.77,41.83,42.01,36.68,36.57,63.43,Medium Risk,2070.41
Nigeria,NGA,2017,Sub-Saharan Africa,Lower middle income,24.69,43.3,42.59,33.27,35.96,64.04,Medium Risk,1876.34
Nigeria,NGA,2018,Sub-Saharan Africa,Lower middle income,24.67,42.96,41.77,33.69,35.77,64.23,Medium Risk,2057.88
Nigeria,NGA,2019,Sub-Saharan Africa,Lower middle income,25.07,42.55,41.23,32.19,35.26,64.74,Medium Risk,3189.81
Nigeria,NGA,2020,Sub-Saharan Africa,Lower middle income,25.23,42.49,40.87,31.58,35.04,64.96,Medium Risk,2797.18
Nigeria,NGA,2021,Sub-Saharan Africa,Lower middle income,23.75,41.02,41.1,31.5,34.34,65.66,Medium Risk,2787.49
Nigeria,NGA,2022,Sub-Saharan Africa,Lower middle income,23.06,39.76,39.15,32.54,33.63,66.37,Medium Risk,2899.16
Nigeria,NGA,2023,Sub-Saharan Africa,Lower middle income,25.61,40.88,41.81,32.48,35.2,64.8,Medium Risk,2138.76
Nigeria,NGA,2024,Sub-Saharan Africa,Lower middle income,25.29,39.63,44.87,31.69,35.37,64.63,Medium Risk,1084.16
Pakistan,PAK,2013,South Asia,Lower middle income,25.0,38.91,42.15,20.32,31.6,68.4,Medium Risk,1225.43
Pakistan,PAK,2014,South Asia,Lower middle income,27.52,40.26,43.06,23.84,33.67,66.33,Medium Risk,1266.61
Pakistan,PAK,2015,South Asia,Lower middle income,28.0,41.22,44.04,24.39,34.41,65.59,Medium Risk,1380.47
Pakistan,PAK,2016,South Asia,Lower middle income,28.16,41.25,44.46,26.01,34.97,65.03,Medium Risk,1424.69
Pakistan,PAK,2017,South Asia,Lower middle income,28.93,42.07,44.39,28.0,35.85,64.15,Medium Risk,1519.23
Pakistan,PAK,2018,South Asia,Lower middle income,28.34,42.51,44.42,31.97,36.81,63.19,Medium Risk,1569.34
Pakistan,PAK,2019,South Asia,Lower middle income,28.19,42.99,45.08,32.94,37.3,62.7,Medium Risk,1390.42
Pakistan,PAK,2020,South Asia,Lower middle income,28.89,42.97,43.81,38.77,38.61,61.39,Medium Risk,1278.4
Pakistan,PAK,2021,South Asia,Lower middle income,29.51,42.8,44.54,37.72,38.64,61.36,Medium Risk,1455.32
Pakistan,PAK,2022,South Asia,Lower middle income,28.71,41.29,42.79,35.91,37.17,62.83,Medium Risk,1538.32
Pakistan,PAK,2023,South Asia,Lower middle income,26.68,39.68,41.9,32.75,35.25,64.75,Medium Risk,1360.32
Pakistan,PAK,2024,South Asia,Lower middle income,26.28,39.46,42.36,30.65,34.69,65.31,Medium Risk,1479.48
Philippines,PHL,2013,East Asia & Pacific,Lower middle income,37.77,48.88,55.36,47.2,47.3,52.7,Medium Risk,2781.28
Philippines,PHL,2014,East Asia & Pacific,Lower middle income,36.06,50.75,55.8,52.13,48.69,51.31,Medium Risk,2866.84
Philippines,PHL,2015,East Asia & Pacific,Lower middle income,35.9,49.56,56.25,50.06,47.94,52.06,Medium Risk,2909.86
Philippines,PHL,2016,East Asia & Pacific,Lower middle income,35.44,48.82,56.85,41.34,45.61,54.39,Medium Risk,2985.2
Philippines,PHL,2017,East Asia & Pacific,Lower middle income,34.96,46.79,57.02,44.04,45.7,54.3,Medium Risk,3038.12
Philippines,PHL,2018,East Asia & Pacific,Lower middle income,34.92,45.95,54.78,47.67,45.83,54.17,Medium Risk,3168.51
Philippines,PHL,2019,East Asia & Pacific,Lower middle income,35.48,45.83,55.79,48.65,46.44,53.56,Medium Risk,3400.79
Philippines,PHL,2020,East Asia & Pacific,Lower middle income,36.94,46.07,55.09,49.81,46.98,53.02,Medium Risk,3227.58
Philippines,PHL,2021,East Asia & Pacific,Lower middle income,36.23,45.37,55.1,47.21,45.98,54.02,Medium Risk,3484.39
Philippines,PHL,2022,East Asia & Pacific,Lower middle income,36.17,46.08,54.94,50.54,46.93,53.07,Medium Risk,3548.07
Philippines,PHL,2023,East Asia & Pacific,Lower middle income,36.34,46.62,55.86,53.78,48.15,51.85,Medium Risk,3804.08
Philippines,PHL,2024,East Asia & Pacific,Lower middle income,36.18,47.09,56.11,52.67,48.01,51.99,Medium Risk,3985.29
Poland,POL,2013,Europe & Central Asia,High income,64.19,71.11,69.09,82.06,71.61,28.39,Low Risk,13621.9
Poland,POL,2014,Europe & Central Asia,High income,63.52,72.13,68.52,83.9,72.02,27.98,Low Risk,14262.28
Poland,POL,2015,Europe & Central Asia,High income,64.77,71.35,67.67,84.06,71.96,28.04,Low Risk,12637.52
Poland,POL,2016,Europe & Central Asia,High income,65.48,69.95,67.66,75.65,69.68,30.32,Low Risk,12464.01
Poland,POL,2017,Europe & Central Asia,High income,64.64,67.62,66.25,76.18,68.67,31.33,Low Risk,13913.34
Poland,POL,2018,Europe & Central Asia,High income,63.58,66.38,66.89,76.66,68.38,31.62,Low Risk,15658.21
Poland,POL,2019,Europe & Central Asia,High income,62.35,66.02,67.92,77.4,68.42,31.58,Low Risk,15874.52
Poland,POL,2020,Europe & Central Asia,High income,62.92,64.88,65.67,75.37,67.21,32.79,Low Risk,16150.93
Poland,POL,2021,Europe & Central Asia,High income,61.76,64.02,65.49,75.55,66.7,33.3,Low Risk,18635.51
Poland,POL,2022,Europe & Central Asia,High income,61.36,63.07,65.7,75.08,66.3,33.7,Low Risk,18891.21
Poland,POL,2023,Europe & Central Asia,High income,63.11,63.1,66.3,74.53,66.76,33.24,Low Risk,22145.27
Poland,POL,2024,Europe & Central Asia,High income,63.93,66.89,65.68,74.41,67.73,32.27,Low Risk,25103.57
Russian Federation,RUS,2013,Europe & Central Asia,Upper middle income,27.57,41.21,48.46,51.75,42.25,57.75,Medium Risk,15941.45
Russian Federation,RUS,2014,Europe & Central Asia,Upper middle income,29.89,42.29,47.76,53.94,43.47,56.53,Medium Risk,14055.47
Russian Federation,RUS,2015,Europe & Central Asia,Upper middle income,29.37,41.32,46.73,52.39,42.45,57.55,Medium Risk,9277.71
Russian Federation,RUS,2016,Europe & Central Asia,Upper middle income,31.13,42.04,48.17,52.77,43.53,56.47,Medium Risk,8663.16
Russian Federation,RUS,2017,Europe & Central Asia,Upper middle income,29.37,42.56,48.61,56.69,44.31,55.69,Medium Risk,10658.91
Russian Federation,RUS,2018,Europe & Central Asia,Upper middle income,29.87,42.64,49.22,59.61,45.33,54.67,Medium Risk,11211.89
Russian Federation,RUS,2019,Europe & Central Asia,Upper middle income,32.28,42.05,49.28,59.08,45.67,54.33,Medium Risk,11447.7
Russian Federation,RUS,2020,Europe & Central Asia,Upper middle income,32.17,42.76,47.84,57.24,45.0,55.0,Medium Risk,10108.33
Russian Federation,RUS,2021,Europe & Central Asia,Upper middle income,32.09,41.43,49.0,57.25,44.94,55.06,Medium Risk,12425.03
Russian Federation,RUS,2022,Europe & Central Asia,Upper middle income,32.21,38.81,40.8,53.24,41.26,58.74,Medium Risk,15625.63
Russian Federation,RUS,2023,Europe & Central Asia,Upper middle income,29.89,38.49,40.84,51.91,40.28,59.72,Medium Risk,13987.0
Russian Federation,RUS,2024,Europe & Central Asia,Upper middle income,29.82,37.06,38.01,50.46,38.84,61.16,Medium Risk,14961.9
Saudi Arabia,SAU,2013,Middle East & North Africa,High income,44.26,53.48,59.16,54.62,52.88,47.12,Medium Risk,27865.47
Saudi Arabia,SAU,2014,Middle East & North Africa,High income,42.78,49.48,57.93,60.62,52.7,47.3,Medium Risk,27805.49
Saudi Arabia,SAU,2015,Middle East & North Africa,High income,45.0,52.36,58.61,57.89,53.46,46.54,Medium Risk,23256.15
Saudi Arabia,SAU,2016,Middle East & North Africa,High income,50.29,53.52,57.83,57.25,54.72,45.28,Medium Risk,22267.72
Saudi Arabia,SAU,2017,Middle East & North Africa,High income,50.08,51.24,56.45,54.49,53.06,46.94,Medium Risk,23929.29
Saudi Arabia,SAU,2018,Middle East & North Africa,High income,51.01,52.96,56.13,55.67,53.94,46.06,Medium Risk,29360.07
Saudi Arabia,SAU,2019,Middle East & North Africa,High income,52.17,54.05,57.69,56.45,55.09,44.91,Medium Risk,29566.79
Saudi Arabia,SAU,2020,Middle East & North Africa,High income,54.36,53.88,57.59,56.45,55.57,44.43,Medium Risk,24338.83
Saudi Arabia,SAU,2021,Middle East & North Africa,High income,52.64,54.11,60.98,57.91,56.41,43.59,Medium Risk,31920.77
Saudi Arabia,SAU,2022,Middle East & North Africa,High income,53.46,57.64,63.6,59.71,58.6,41.4,Medium Risk,38510.23
Saudi Arabia,SAU,2023,Middle East & North Africa,High income,57.51,58.97,64.49,61.71,60.67,39.33,Low Risk,36156.86
Saudi Arabia,SAU,2024,Middle East & North Africa,High income,63.09,60.59,66.06,65.07,63.7,36.3,Low Risk,35527.79
South Africa,ZAF,2013,Sub-Saharan Africa,Upper middle income,47.18,57.39,64.72,61.48,57.69,42.31,Medium Risk,7331.65
South Africa,ZAF,2014,Sub-Saharan Africa,Upper middle income,47.56,58.18,61.2,61.95,57.22,42.78,Medium Risk,6856.73
South Africa,ZAF,2015,Sub-Saharan Africa,Upper middle income,48.09,57.72,59.51,60.59,56.48,43.52,Medium Risk,6112.27
South Africa,ZAF,2016,Sub-Saharan Africa,Upper middle income,48.47,58.17,58.98,60.12,56.44,43.56,Medium Risk,5651.21
South Africa,ZAF,2017,Sub-Saharan Africa,Upper middle income,46.24,57.21,58.49,59.36,55.32,44.68,Medium Risk,6618.34
South Africa,ZAF,2018,Sub-Saharan Africa,Upper middle income,46.9,55.79,55.94,60.78,54.85,45.15,Medium Risk,6914.18
South Africa,ZAF,2019,Sub-Saharan Africa,Upper middle income,48.56,55.68,56.74,60.12,55.27,44.73,Medium Risk,6533.71
South Africa,ZAF,2020,Sub-Saharan Africa,Upper middle income,48.37,55.91,56.28,61.64,55.55,44.45,Medium Risk,5580.6
South Africa,ZAF,2021,Sub-Saharan Africa,Upper middle income,49.16,59.05,55.14,52.68,54.01,45.99,Medium Risk,6828.76
South Africa,ZAF,2022,Sub-Saharan Africa,Upper middle income,44.55,57.55,53.88,54.21,52.55,47.45,Medium Risk,6534.25
South Africa,ZAF,2023,Sub-Saharan Africa,Upper middle income,43.61,57.64,53.88,54.97,52.53,47.47,Medium Risk,6034.27
South Africa,ZAF,2024,Sub-Saharan Africa,Upper middle income,43.97,57.27,53.91,55.35,52.63,47.37,Medium Risk,6267.19
Sri Lanka,LKA,2013,South Asia,Lower middle income,41.57,50.84,53.66,51.23,49.32,50.68,Medium Risk,3739.43
Sri Lanka,LKA,2014,South Asia,Lower middle income,38.74,50.76,54.76,56.44,50.18,49.82,Medium Risk,3972.04
Sri Lanka,LKA,2015,South Asia,Lower middle income,40.95,55.06,55.35,64.38,53.93,46.07,Medium Risk,4057.72
Sri Lanka,LKA,2016,South Asia,Lower middle income,42.77,55.13,54.16,63.44,53.88,46.12,Medium Risk,4149.19
Sri Lanka,LKA,2017,South Asia,Lower middle income,41.62,55.04,53.02,62.83,53.13,46.87,Medium Risk,4398.89
Sri Lanka,LKA,2018,South Asia,Lower middle income,43.71,55.97,51.87,61.46,53.25,46.75,Medium Risk,4358.56
Sri Lanka,LKA,2019,South Asia,Lower middle income,44.54,55.62,51.93,62.93,53.75,46.25,Medium Risk,4081.95
Sri Lanka,LKA,2020,South Asia,Lower middle income,42.27,53.68,53.09,63.92,53.24,46.76,Medium Risk,3847.6
Sri Lanka,LKA,2021,South Asia,Lower middle income,41.04,52.98,52.29,57.17,50.87,49.13,Medium Risk,3996.96
Sri Lanka,LKA,2022,South Asia,Lower middle income,40.7,51.29,47.66,52.88,48.13,51.87,Medium Risk,3342.64
Sri Lanka,LKA,2023,South Asia,Lower middle income,40.02,51.53,48.87,54.45,48.72,51.28,Medium Risk,3815.42
Sri Lanka,LKA,2024,South Asia,Lower middle income,40.07,52.53,50.14,59.91,50.66,49.34,Medium Risk,4545.36
Turkiye,TUR,2013,Europe & Central Asia,Upper middle income,50.69,54.99,62.42,48.26,54.09,45.91,Medium Risk,12635.56
Turkiye,TUR,2014,Europe & Central Asia,Upper middle income,45.65,50.75,60.68,52.23,52.33,47.67,Medium Risk,12209.39
Turkiye,TUR,2015,Europe & Central Asia,Upper middle income,45.7,48.75,58.29,46.94,49.92,50.08,Medium Risk,11064.65
Turkiye,TUR,2016,Europe & Central Asia,Upper middle income,46.14,47.57,57.3,35.49,46.62,53.38,Medium Risk,10984.36
Turkiye,TUR,2017,Europe & Central Asia,Upper middle income,46.51,46.37,57.13,36.75,46.69,53.31,Medium Risk,10756.39
Turkiye,TUR,2018,Europe & Central Asia,Upper middle income,43.16,44.76,55.68,46.69,47.57,52.43,Medium Risk,9684.12
Turkiye,TUR,2019,Europe & Central Asia,Upper middle income,44.21,46.69,54.61,45.53,47.76,52.24,Medium Risk,9395.23
Turkiye,TUR,2020,Europe & Central Asia,Upper middle income,41.29,44.75,52.26,48.14,46.61,53.39,Medium Risk,8798.12
Turkiye,TUR,2021,Europe & Central Asia,Upper middle income,39.77,43.62,52.92,49.29,46.4,53.6,Medium Risk,9981.76
Turkiye,TUR,2022,Europe & Central Asia,Upper middle income,39.1,43.54,51.25,49.92,45.95,54.05,Medium Risk,10897.84
Turkiye,TUR,2023,Europe & Central Asia,Upper middle income,39.0,43.21,51.54,50.79,46.13,53.87,Medium Risk,13375.09
Turkiye,TUR,2024,Europe & Central Asia,Upper middle income,36.45,42.45,51.53,49.31,44.94,55.06,Medium Risk,15892.72
United Arab Emirates,ARE,2013,Middle East & North Africa,High income,71.16,64.09,70.48,79.11,71.21,28.79,Low Risk,53247.23
United Arab Emirates,ARE,2014,Middle East & North Africa,High income,67.81,62.99,71.8,81.24,70.96,29.04,Low Risk,52725.23
United Arab Emirates,ARE,2015,Middle East & North Africa,High income,66.48,63.01,73.45,80.21,70.79,29.21,Low Risk,44910.35
United Arab Emirates,ARE,2016,Middle East & North Africa,High income,70.25,64.2,71.87,77.73,71.01,28.99,Low Risk,42721.11
United Arab Emirates,ARE,2017,Middle East & North Africa,High income,69.64,63.56,72.39,78.18,70.94,29.06,Low Risk,43733.62
United Arab Emirates,ARE,2018,Middle East & North Africa,High income,70.02,63.67,71.88,80.13,71.42,28.58,Low Risk,47135.35
United Arab Emirates,ARE,2019,Middle East & North Africa,High income,69.87,64.3,72.93,80.06,71.79,28.21,Low Risk,45938.61
United Arab Emirates,ARE,2020,Middle East & North Africa,High income,69.34,63.81,71.68,80.02,71.21,28.79,Low Risk,37991.74
United Arab Emirates,ARE,2021,Middle East & North Africa,High income,68.8,62.79,71.6,80.24,70.86,29.14,Low Risk,44118.49
United Arab Emirates,ARE,2022,Middle East & North Africa,High income,68.55,64.02,71.54,80.98,71.27,28.73,Low Risk,50759.76
United Arab Emirates,ARE,2023,Middle East & North Africa,High income,67.93,64.7,72.3,79.27,71.05,28.95,Low Risk,49850.69
United Arab Emirates,ARE,2024,Middle East & North Africa,High income,71.54,65.52,72.62,79.37,72.26,27.74,Low Risk,50273.51
United Kingdom,GBR,2013,Europe & Central Asia,High income,78.31,82.93,82.11,73.75,79.28,20.72,Low Risk,43607.66
United Kingdom,GBR,2014,Europe & Central Asia,High income,78.63,84.39,82.2,75.18,80.1,19.9,Low Risk,47746.98
United Kingdom,GBR,2015,Europe & Central Asia,High income,81.34,85.55,83.47,75.07,81.36,18.64,Low Risk,45256.04
United Kingdom,GBR,2016,Europe & Central Asia,High income,83.48,84.73,81.37,73.58,80.79,19.21,Low Risk,41258.54
United Kingdom,GBR,2017,Europe & Central Asia,High income,84.62,84.65,81.19,73.42,80.97,19.03,Low Risk,40918.05
United Kingdom,GBR,2018,Europe & Central Asia,High income,84.38,82.53,81.28,70.72,79.73,20.27,Low Risk,43704.32
United Kingdom,GBR,2019,Europe & Central Asia,High income,83.63,81.72,81.89,75.6,80.71,19.29,Low Risk,43160.68
United Kingdom,GBR,2020,Europe & Central Asia,High income,82.69,80.29,80.12,74.61,79.43,20.57,Low Risk,40815.13
United Kingdom,GBR,2021,Europe & Central Asia,High income,81.54,79.45,80.11,73.35,78.61,21.39,Low Risk,47695.65
United Kingdom,GBR,2022,Europe & Central Asia,High income,80.96,79.33,80.87,72.18,78.33,21.67,Low Risk,47034.78
United Kingdom,GBR,2023,Europe & Central Asia,High income,77.7,78.83,79.92,72.19,77.16,22.84,Low Risk,49919.69
United Kingdom,GBR,2024,Europe & Central Asia,High income,78.41,78.82,78.7,70.3,76.56,23.44,Low Risk,53341.31
United States,USA,2013,North America,High income,71.75,79.37,76.8,75.79,75.93,24.07,Low Risk,53297.39
United States,USA,2014,North America,High income,72.94,80.05,75.14,77.31,76.36,23.64,Low Risk,55153.39
United States,USA,2015,North America,High income,72.89,80.66,75.24,77.27,76.52,23.48,Low Risk,56849.47
United States,USA,2016,North America,High income,73.0,81.01,77.06,71.5,75.64,24.36,Low Risk,57976.63
United States,USA,2017,North America,High income,74.29,79.68,78.66,67.78,75.1,24.9,Low Risk,60047.72
United States,USA,2018,North America,High income,73.17,77.14,78.27,70.86,74.86,25.14,Low Risk,62875.67
United States,USA,2019,North America,High income,71.58,76.3,76.43,66.83,72.78,27.22,Low Risk,65227.96
United States,USA,2020,North America,High income,70.61,74.25,75.02,63.39,70.82,29.18,Low Risk,64465.3
United States,USA,2021,North America,High income,70.62,74.66,77.96,63.74,71.74,28.26,Low Risk,71441.23
United States,USA,2022,North America,High income,72.19,75.07,77.87,63.12,72.06,27.94,Low Risk,78008.69
United States,USA,2023,North America,High income,72.05,73.5,77.43,62.6,71.39,28.61,Low Risk,82586.78
United States,USA,2024,North America,High income,69.86,73.52,76.19,64.27,70.96,29.04,Low Risk,86169.66
