Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ethiopia,ETH,Political Stability - Governance score (0-100),GOV_WGI_PV.SC,42.0613399,45.7974959,44.3110499,41.3027375,39.9376631,45.303812,45.7555776,38.6764124,31.4927932,34.0209042,34.0585384,33.6960224
"Congo, Dem. Rep.",COD,Control of Corruption - Governance score (0-100),GOV_WGI_CC.SC,20.1118065,18.7643175,19.652597,19.1326851,18.8312663,16.8537109,16.3382056,18.3567866,17.4080699,17.2848698,17.713211,17.1820286
"Congo, Dem. Rep.",COD,Rule of Law - Governance score (0-100),GOV_WGI_RL.SC,29.1456204,30.2713691,29.9433623,30.6799615,29.4345692,28.4473323,28.5802161,29.1811037,30.6112254,29.755029,29.3321758,28.9696892
"Congo, Dem. Rep.",COD,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,35.1915862,35.6331923,34.9116451,35.8173189,34.651322,34.4346669,33.3474892,33.2765131,33.9952104,34.2431387,35.0219567,34.5989483
"Congo, Dem. Rep.",COD,Political Stability - Governance score (0-100),GOV_WGI_PV.SC,27.875614,27.4916572,31.5476986,27.9914272,27.2322679,33.49551,37.7644428,35.0400198,38.0263926,34.3693483,32.0518364,29.6954723
Russian Federation,RUS,Control of Corruption - Governance score (0-100),GOV_WGI_CC.SC,27.5690854,29.8878564,29.3654771,31.1261242,29.3654872,29.8654369,32.2767016,32.1746559,32.0898257,32.2120461,29.8857189,29.8168147
Russian Federation,RUS,Rule of Law - Governance score (0-100),GOV_WGI_RL.SC,41.2144368,42.2901522,41.3230363,42.0417656,42.5565429,42.637509,42.0461647,42.7588393,41.4273487,38.8098571,38.4906606,37.0602119
Russian Federation,RUS,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,48.4637966,47.7630882,46.732052,48.1709261,48.6086729,49.2220487,49.2760437,47.8440917,48.9957382,40.795601,40.8431771,38.0144371
Russian Federation,RUS,Political Stability - Governance score (0-100),GOV_WGI_PV.SC,51.7515524,53.9430825,52.3898713,52.7678581,56.6939051,59.6065913,59.0848287,57.2357693,57.2478665,53.2379591,51.9145331,50.464845
Georgia,GEO,Control of Corruption - Governance score (0-100),GOV_WGI_CC.SC,58.7526511,64.2103031,63.5501781,64.0355256,65.2966987,64.8914753,64.9310961,64.459438,62.4829695,61.0377725,61.1821271,55.5685949
Georgia,GEO,Rule of Law - Governance score (0-100),GOV_WGI_RL.SC,59.0613165,63.0366086,62.8259841,63.353215,60.8054905,61.5494473,60.6553237,61.3843467,60.8394369,60.0939605,59.792293,59.5285321
Georgia,GEO,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,66.3492169,67.7874869,67.6366159,69.7641332,69.7125954,67.4982579,68.7124365,67.5779462,68.1597933,67.0550368,67.6143372,65.1148903
Georgia,GEO,Political Stability - Governance score (0-100),GOV_WGI_PV.SC,62.0340473,65.4707201,64.3468344,64.8444146,63.9717105,64.2740856,63.5922889,63.7217145,62.4478661,64.1856405,63.8290809,55.4274855
Kazakhstan,KAZ,Control of Corruption - Governance score (0-100),GOV_WGI_CC.SC,29.0554861,30.8019216,30.9776667,31.934061,32.8195391,37.635571,43.6609232,42.0228467,42.3932789,43.9682585,43.3548024,46.4968168
Kazakhstan,KAZ,Rule of Law - Governance score (0-100),GOV_WGI_RL.SC,45.2645576,46.6774307,48.4982078,48.1711132,49.0224906,50.5881586,49.5474101,49.8146201,48.951777,49.3810257,50.4626994,50.3980061
Kazakhstan,KAZ,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,49.5435144,52.5249358,53.7365784,52.7280623,56.1767073,55.7345603,56.6406253,55.7125355,55.0715534,53.8525157,54.9494054,55.6049145
Kazakhstan,KAZ,Political Stability - Governance score (0-100),GOV_WGI_PV.SC,58.1833165,66.3999625,66.4788419,64.4158014,64.9310816,64.0387063,62.1182664,61.0381062,61.9220603,55.9945571,62.442125,61.0644717
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,,,,,,,,
Last Updated: 03/18/2026,,,,,,,,,,,,,,,
